customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,Charges_Ratio,High_Risk_Contract,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Tenure_Group_1-2 Years,Tenure_Group_2-4 Years,Tenure_Group_4-6 Years
4277-UDIEF,0,24,81.0,1923.85,0,0.04210307434517725,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1208-NBVFH,0,20,49.6,939.8,0,0.052777186073875444,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4912-PIGUY,0,1,84.6,84.6,0,0.9999998817967043,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1114-CENIM,0,54,55.0,3092.65,1,0.017784100956189347,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6060-DRTNL,1,5,84.85,415.55,1,0.2041872168406397,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2725-TTRIQ,0,72,84.2,5986.55,0,0.014064862042303394,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
3374-TTZTK,0,52,106.3,5487.0,0,0.019373063569577065,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1
8990-ZXLSU,0,9,69.05,651.5,0,0.1059861840984469,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2275-RBYQS,0,1,45.4,45.4,0,0.9999997797357313,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8473-VUVJN,1,1,73.65,73.65,1,0.9999998642226932,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6289-CPNLD,0,33,73.9,2405.05,1,0.030727011784673863,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0
5536-SLHPM,0,55,77.75,4458.15,1,0.01743996945495336,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4419-UJMUS,0,69,99.35,6856.45,0,0.014490005739865374,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1
7794-JASDG,0,1,50.75,50.75,0,0.9999998029557038,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7609-YBPXG,0,54,87.1,4735.2,0,0.018394154379130438,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
5519-TEEUH,0,33,20.15,682.15,0,0.029538957274221837,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
7856-GANIL,1,45,98.7,4525.8,0,0.02180829903705798,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0804-XBFBV,0,11,25.2,321.05,0,0.07849244421453219,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2676-OXPPQ,0,6,55.7,335.65,0,0.16594666569501967,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3703-TTEPD,0,21,65.35,1424.4,0,0.045878966260327385,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2799-TSLAG,0,65,25.3,1748.55,0,0.0144691314834055,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
0196-VULGZ,1,6,84.35,474.9,1,0.177616336542086,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8837-VVWLQ,0,8,84.95,668.4,1,0.12709455225771168,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2696-NARTR,0,11,73.85,926.25,1,0.07973009360615284,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2208-NKVVH,0,43,24.25,1077.95,0,0.022496405004903706,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
7614-QVWQL,0,49,51.8,2541.25,1,0.02038366937379766,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
1976-CFOCS,1,1,46.0,46.0,1,0.9999997826087429,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4631-OACRM,1,15,79.4,1156.1,1,0.0686791794076708,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
7139-JZFVG,0,60,60.5,3694.45,0,0.016375915179861915,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4987-GQWPO,0,17,25.1,382.8,0,0.0655694862703896,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3755-JBMNH,1,16,71.8,1167.8,1,0.061483130146573646,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1757-TCATG,0,35,20.05,746.75,0,0.026849681595585116,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
6345-ULYRW,1,44,88.4,3912.9,1,0.022591939424488387,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
4776-XSKYQ,0,12,30.25,368.85,0,0.08201165563205488,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
8048-DSDFQ,0,1,20.2,20.2,0,0.9999995049507402,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5753-QQWPW,0,28,59.9,1654.7,0,0.036199915173748015,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
6010-DDPPW,0,70,25.15,1940.85,0,0.012958239879649433,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1809-DMJHQ,0,5,46.0,221.7,1,0.20748758649131321,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6693-FRIRW,0,18,101.3,1794.65,0,0.056445546170865925,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
6586-MYGKD,0,70,76.95,5289.8,0,0.014546863748068238,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
3173-NVMPX,0,9,55.3,501.2,0,0.1103351933293058,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0248-PGHBZ,1,67,92.45,6140.85,0,0.015054919082773689,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
0623-GDISB,0,1,48.45,48.45,0,0.9999997936016938,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2892-GESUL,0,18,19.35,309.25,0,0.06257073362746214,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
6923-EFPNL,0,4,51.75,201.1,1,0.25733464657709365,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7472-EQOAV,1,71,86.7,6179.35,0,0.014030601901444971,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
9574-RKJIF,0,30,94.4,2838.7,1,0.03325465870555304,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2043-WVTQJ,0,1,55.7,55.7,0,0.9999998204668186,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8034-RYTVV,0,55,84.25,4589.85,0,0.01835571964583653,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
3863-QSTYI,0,59,64.65,3735.45,0,0.017307151702453116,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
2619-WFQWU,0,1,70.15,70.15,1,0.9999998574483453,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5044-LRQAQ,0,7,69.2,477.55,0,0.14490628950044415,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1716-LSAMB,0,45,54.65,2553.7,0,0.021400321018912476,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1333-PBMXB,0,54,24.75,1342.15,0,0.01844056164779971,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
6546-OPBBH,0,51,23.95,1216.35,0,0.01969005615414925,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
5985-BEHZK,1,72,105.0,7578.05,0,0.013855807214447242,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
9127-QRZMH,0,44,59.85,2603.95,0,0.022984312206515825,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
5919-VCZYM,0,2,20.05,42.7,0,0.46955492516278097,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9644-KVCNC,0,66,92.15,6056.9,0,0.015214053368531672,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2137-DQMEV,0,68,44.8,2983.65,0,0.015015165937642933,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
8174-LNWMW,0,31,20.9,689.35,0,0.03031841545922368,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
9279-CJEOJ,1,21,95.4,2025.1,0,0.047108784518745825,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
7964-VEXDG,0,21,80.35,1747.2,0,0.045987866037157356,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2404-JIBFC,0,55,85.1,4657.95,0,0.01826983969714179,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
0778-NELLA,0,9,34.7,296.1,1,0.11719013450894515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
8029-XYPWT,1,71,115.05,8016.6,0,0.014351470680398834,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
4614-NUVZD,0,1,81.1,81.1,1,0.9999998766954529,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
4632-PAOYU,0,22,19.95,433.5,0,0.04602076018406551,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0
3803-KMQFW,0,1,20.55,20.55,1,0.9999995133822319,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6804-GDMOI,0,61,106.6,6428.4,1,0.01658266440081099,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1
2990-OGYTD,0,67,86.15,5883.85,0,0.01464177364371666,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
6646-JPPHA,1,14,78.85,1043.8,0,0.07554129071142661,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9572-MTILT,0,59,106.75,6252.9,1,0.017072078528247568,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
7658-UYUQS,1,21,86.55,1857.25,0,0.04660115737460677,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7880-XSOJX,0,4,42.4,146.4,0,0.289617466556184,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9611-CTWIH,0,3,89.45,240.45,1,0.37201079758740707,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
4589-IUAJB,0,70,24.25,1724.15,0,0.014064901464113322,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
0329-GTIAJ,0,3,97.9,315.3,1,0.3104979286235989,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
8746-BFOAJ,1,21,20.5,429.55,0,0.04772436159412498,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
8457-XIGKN,0,20,19.6,356.15,0,0.05503299017175376,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
6072-NUQCB,0,22,20.25,488.25,0,0.041474653528424915,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
6629-CZTTH,0,1,55.7,55.7,1,0.9999998204668186,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8838-GPHZP,0,63,20.6,1298.7,0,0.015862015739878218,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1
8750-QWZAJ,0,70,19.8,1378.75,0,0.014360833984690236,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
5364-EVNIB,0,13,79.8,973.45,1,0.08197647458034336,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
6918-UMQCG,0,5,80.2,384.25,0,0.20871827693641443,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0675-NCDYU,0,72,116.4,8543.25,0,0.013624791486115014,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
6339-DKLMK,0,13,31.65,389.95,0,0.08116424974575588,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1346-PJWTK,0,61,94.15,5731.85,0,0.016425761287497474,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5088-QZLRL,0,1,20.65,20.65,0,0.9999995157387334,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
8023-QHAIO,1,56,76.85,4275.75,0,0.017973454907388282,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4397-FRLTA,0,4,20.15,84.5,0,0.23846151024124138,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3057-VJJQE,0,35,55.25,1924.1,0,0.02871472361771881,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
5087-SUURX,0,18,39.05,669.85,1,0.05829663270438706,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2302-OUZXB,0,72,82.15,5784.3,0,0.014202237065501035,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
8133-ANHHJ,1,49,103.0,5166.2,0,0.01993728461937733,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2270-CHBFN,0,44,95.1,4060.55,0,0.023420472538398802,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
0013-EXCHZ,1,3,83.9,267.4,1,0.3137621423424779,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
5982-FPVQN,0,37,95.15,3532.85,0,0.026932929428271992,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
9107-UKCKY,0,61,79.8,4914.8,0,0.01623667287328747,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
4654-ULTTN,0,70,74.8,5315.8,0,0.014071259238362506,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
5550-VFRLC,1,1,69.85,69.85,1,0.9999998568360977,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5546-BYZSM,0,41,20.45,775.6,0,0.026366683517706505,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1492-KGETH,0,70,78.35,5445.95,0,0.014386837899013325,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4929-BSTRX,0,1,53.55,53.55,1,0.9999998132586716,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4163-HFTUK,0,51,19.1,1007.8,0,0.018952172862153477,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
8215-NGSPE,0,42,20.0,833.55,0,0.02399376133412799,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
2225-ZRGSG,0,70,93.9,6579.05,1,0.014272577326099396,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8859-YSTWS,0,48,19.95,1004.5,0,0.0198606269799838,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
5271-YNWVR,0,68,113.15,7856.0,1,0.014403004054985994,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1
7601-DHFWZ,0,48,24.0,1183.05,0,0.020286547311723534,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
2657-ALMWY,1,26,84.95,2169.75,1,0.03915197585366067,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
6330-JKLPC,0,11,80.5,896.9,1,0.0897535947178772,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4667-OHGKG,0,1,19.3,19.3,1,0.9999994818655534,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1998-VHJHK,0,27,19.15,501.35,0,0.03819686769329076,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
1707-HABPF,1,46,91.3,4126.35,0,0.022126092013217268,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1660-HSOOQ,0,1,49.65,49.65,1,0.9999997985901714,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7253-UVNDW,0,46,54.35,2460.15,1,0.022092148762912225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0487-VVUVK,0,25,19.15,477.6,0,0.04009631406833513,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
7228-OMTPN,0,4,88.45,370.65,1,0.23863482426454005,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
5063-IUOKK,0,13,19.75,265.75,0,0.07431796521851496,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
4508-OEBEY,0,31,75.5,2424.45,0,0.03114108341627551,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0
0027-KWYKW,0,23,83.75,1849.95,0,0.04527149357944002,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2308-STERM,0,2,19.4,61.05,0,0.31777226572116857,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5982-XMDEX,0,65,26.5,1698.55,0,0.015601542400273513,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6284-AHOOQ,1,22,90.5,1910.6,1,0.04736731891883535,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
6051-PTVNS,0,55,19.15,998.1,0,0.01918645407087011,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
2344-JMOGN,0,9,94.85,890.6,1,0.1065012339265525,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3799-ISUZQ,0,7,69.95,529.5,1,0.13210575765617077,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2877-VDUER,0,35,40.9,1383.6,0,0.029560566424106923,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
9152-AMKAK,0,6,80.25,493.4,0,0.1626469363063045,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0
1794-HBQTJ,0,1,48.6,48.6,1,0.9999997942387254,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
9432-VOFYX,0,17,70.8,1207.0,0,0.05865782884293431,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
8049-WJCLQ,0,10,60.2,563.5,0,0.10683229624077559,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6586-PSJOX,0,15,55.2,864.55,0,0.06384824401309071,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2460-FPSYH,1,40,55.8,2109.35,1,0.026453646732625465,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
9705-ZJBCG,0,13,54.15,701.05,0,0.07724127983394509,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4818-DRBQT,0,29,80.15,2265.25,1,0.03538240796652728,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1320-HTRDR,0,3,75.5,220.6,1,0.3422483979035178,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6847-KJLTS,1,58,100.4,5749.8,0,0.01746147689056754,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
9670-BPNXF,0,45,62.55,2796.45,0,0.02236764461239198,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
3913-FCUUW,0,72,70.45,5165.7,0,0.013638035477015633,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
3301-VKTGC,0,68,85.5,5696.6,0,0.015008952682286008,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1493-AMTIE,0,1,20.2,20.2,1,0.9999995049507402,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9555-SAHUZ,0,38,54.5,2076.05,0,0.02625177608317826,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0816-TSPHQ,0,2,20.75,44.2,0,0.4694569073626906,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
